Date,Name,Year,Letterboxd URI,Rating
2023-09-23,American Sniper,2014,https://boxd.it/5LDy,3.5
2023-09-23,Bambi,1942,https://boxd.it/25AQ,2.5
2023-09-23,Ice Age: The Meltdown,2006,https://boxd.it/2wRk,2.5
2023-09-23,Ice Age: Dawn of the Dinosaurs,2009,https://boxd.it/20iC,3
2023-09-23,Ice Age: Continental Drift,2012,https://boxd.it/lQ2,3
2023-09-23,The Ice Age Adventures of Buck Wild,2022,https://boxd.it/t7Ou,2.5
2023-09-23,The Lego Movie 2: The Second Part,2019,https://boxd.it/8BAU,2
2023-09-23,Ouija: Origin of Evil,2016,https://boxd.it/b5EG,2
2023-09-23,The Secret Life of Pets,2016,https://boxd.it/aJ5E,2
2023-09-23,Revolutionary Road,2008,https://boxd.it/24Le,4
2023-09-27,Moonlight,2016,https://boxd.it/d6bE,3.5
2023-09-28,A Haunting in Venice,2023,https://boxd.it/zGdg,3
2023-09-29,The Wonderful Story of Henry Sugar,2023,https://boxd.it/yNyo,4.5
2023-09-30,A Trip to the Moon,1902,https://boxd.it/29EC,4
2023-09-30,Castello Cavalcanti,2013,https://boxd.it/6WlM,3.5
2023-09-30,Fantastic Mr. Fox,2009,https://boxd.it/1WyQ,4.5
2023-10-01,I Want to Eat Your Pancreas,2018,https://boxd.it/ie6C,3.5
2023-10-01,Poison,2023,https://boxd.it/Is7Q,3
2023-10-04,Isle of Dogs,2018,https://boxd.it/dZrW,4
2023-10-04,Solo,2018,https://boxd.it/iOuU,3
2023-10-05,Barbie,2023,https://boxd.it/bCLK,4
2023-10-05,The Darjeeling Limited,2007,https://boxd.it/24as,4
2023-10-05,Cousin Ben Troop Screening,2012,https://boxd.it/49SS,3
2023-10-06,The Royal Tenenbaums,2001,https://boxd.it/1YHU,3.5
2023-10-12,Everything Everywhere All at Once,2022,https://boxd.it/jUk4,5
2023-10-14,Asteroid City,2023,https://boxd.it/s3ds,4.5
2023-10-15,Mary Poppins Returns,2018,https://boxd.it/e4nU,2.5
2023-10-16,The Swan,2023,https://boxd.it/Is80,3.5
2023-10-16,The Rat Catcher,2023,https://boxd.it/Is8a,4
2023-10-17,Lucia,2004,https://boxd.it/dRVk,3
2023-10-17,Three Fools,2014,https://boxd.it/eUXq,2
2023-10-18,Talk to Me,2022,https://boxd.it/C6uQ,4
2023-10-19,Rosso Malpelo,2007,https://boxd.it/feXq,2
2023-10-19,The Twelve Tasks of Asterix,1976,https://boxd.it/1YOG,3.5
2023-10-19,Asterix the Gaul,1967,https://boxd.it/1ULS,3
2023-10-19,Asterix and Cleopatra,1968,https://boxd.it/1Xv4,3
2023-10-19,Manhunt,2017,https://boxd.it/jY7I,4
2023-10-28,Nightcrawler,2014,https://boxd.it/780m,4
2023-10-28,Mr. Bean's Holiday,2007,https://boxd.it/28Yc,3
2023-10-28,The Worst Week of My Life,2011,https://boxd.it/2HtI,2
2023-10-28,The Worst Christmas of My Life,2012,https://boxd.it/4GJE,1.5
2023-10-29,Saw III,2006,https://boxd.it/2aRC,3.5
2023-10-29,The Audition,2015,https://boxd.it/cEHC,4
2023-11-02,Five Nights at Freddy's,2023,https://boxd.it/ikHu,2
2023-11-02,Texas Chainsaw Massacre,2022,https://boxd.it/ns6c,2
2023-11-02,Happy Death Day,2017,https://boxd.it/fDz4,3
2023-11-04,Nostos,2022,https://boxd.it/BYha,3.5
2023-11-04,Ponyo,2008,https://boxd.it/1S0A,3.5
2023-11-10,Climax,2018,https://boxd.it/ikvo,4
2023-11-10,Saw IV,2007,https://boxd.it/29Sa,3
2023-11-10,Irreversible,2002,https://boxd.it/29as,4.5
2023-11-10,1001 Nights,1998,https://boxd.it/XPc,3
2023-11-11,Inside Out,2015,https://boxd.it/4KHC,3.5
2023-11-12,The Killer,2023,https://boxd.it/u6WE,4
2023-11-12,How to Train Your Dragon 2,2014,https://boxd.it/2TRW,3
2023-11-12,How to Train Your Dragon,2010,https://boxd.it/1WRy,3.5
2023-11-12,Game of the Year,2021,https://boxd.it/voXC,2.5
2023-11-13,The Worst Person in the World,2021,https://boxd.it/oyws,4
2023-11-13,Michael Jackson's Thriller,1983,https://boxd.it/3e76,3.5
2023-11-15,Searching for Bobby Fischer,1993,https://boxd.it/1OmW,3.5
2023-11-15,Chungking Express,1994,https://boxd.it/1UDa,4.5
2023-11-16,Roma,2018,https://boxd.it/f69M,4.5
2023-11-16,Gladiator,2000,https://boxd.it/2b9m,5
2023-11-17,The SpongeBob Movie: Sponge Out of Water,2015,https://boxd.it/6JxU,2.5
2023-11-17,The SpongeBob Movie: Sponge on the Run,2020,https://boxd.it/e1Ac,3
2023-11-18,The Tree of Life,2011,https://boxd.it/1Zu8,4
2023-11-18,The Postman,1994,https://boxd.it/1URG,4
2023-11-19,Call Me by Your Name,2017,https://boxd.it/dYmm,4
2023-11-22,Hello Beautiful,2022,https://boxd.it/t5Aq,2
2023-12-02,Remember the Titans,2000,https://boxd.it/1VLk,4
2023-12-03,Hotel Transylvania,2012,https://boxd.it/2DF6,3
2023-12-15,Race,2016,https://boxd.it/awuc,3.5
2023-12-25,Training Day,2001,https://boxd.it/27A4,4
2023-12-26,Ilary Blasi: The One and Only,2023,https://boxd.it/JLEw,1
2024-01-05,Belle and Sebastian,2013,https://boxd.it/68RS,3
2024-01-05,Modalità aereo,2019,https://boxd.it/l7SA,2
2024-01-05,Sound of Freedom,2023,https://boxd.it/piEi,3
2024-01-07,When They See Us,2019,https://boxd.it/kbJU,4.5
2024-01-19,Forgotten,2017,https://boxd.it/hAJE,4
2024-01-21,The Notebook,2004,https://boxd.it/1UNE,4.5
2024-01-22,Cinema Paradiso,1988,https://boxd.it/1UlA,5
2024-01-22,Ratatouille,2007,https://boxd.it/27ww,4
2024-01-24,"Salò, or the 120 Days of Sodom",1975,https://boxd.it/237s,3.5
2024-01-27,Poor Things,2023,https://boxd.it/tNWU,5
2024-01-29,The Great Gatsby,2013,https://boxd.it/JY,4
2024-01-30,Saltburn,2023,https://boxd.it/z4eg,3.5
2024-02-01,Killers of the Flower Moon,2023,https://boxd.it/gHp0,4
2024-02-02,Chicken Run,2000,https://boxd.it/20Xg,3.5
2024-02-04,The Iron Claw,2023,https://boxd.it/w5Pm,4
2024-02-12,The Boy in the Striped Pyjamas,2008,https://boxd.it/1NOK,3.5
2024-02-13,Minions: The Rise of Gru,2022,https://boxd.it/fz9w,3
2024-02-15,Swindle,2013,https://boxd.it/6rNU,2.5
2024-02-20,Belfast,2021,https://boxd.it/tefG,4
2024-02-24,The Zone of Interest,2023,https://boxd.it/gJsA,4.5
2024-03-01,The Invisible Boy,2014,https://boxd.it/9FPc,2
2024-03-01,Persona,1966,https://boxd.it/29B4,3.5
2024-03-02,Backstroke,2017,https://boxd.it/ghAQ,3
2024-03-02,Snake Bite,2016,https://boxd.it/eORm,3.5
2024-03-10,City of God,2002,https://boxd.it/2a2a,5
2024-03-19,12 Years a Slave,2013,https://boxd.it/2D2e,4.5
2024-03-23,Vacation,2015,https://boxd.it/9n9M,1
2024-03-28,Dune: Part Two,2024,https://boxd.it/pUfA,5
2024-04-14,Road House,2024,https://boxd.it/cdzQ,2.5
2024-04-15,There's Still Tomorrow,2023,https://boxd.it/COrw,5
2024-04-15,Monkey Man,2024,https://boxd.it/kvsO,3.5
2024-04-27,Baby Reindeer,2024,https://boxd.it/MwSa,3.5
2024-04-28,Kill Bill: Vol. 1,2003,https://boxd.it/70w,5
2024-05-04,Challengers,2024,https://boxd.it/zld0,4.5
2024-05-10,Kill Bill: Vol. 2,2004,https://boxd.it/2au4,4
2024-05-21,Journey to Italy,1954,https://boxd.it/26o2,3
2024-06-02,Damage,1992,https://boxd.it/1URm,3.5
2024-06-08,Lost in Translation,2003,https://boxd.it/2b0E,3.5
2024-06-10,Coherence,2013,https://boxd.it/6xza,3.5
2024-06-10,The Witch,2015,https://boxd.it/9X0m,4.5
2024-06-12,Jackie Brown,1997,https://boxd.it/2aVO,4
2024-06-15,The Devil Wears Prada,2006,https://boxd.it/2awE,4.5
2024-06-17,Raging Bull,1980,https://boxd.it/28yI,4
2024-06-18,Hours,2013,https://boxd.it/5jIU,3
2024-06-26,Black Mirror: Bandersnatch,2018,https://boxd.it/kTDG,4
2024-07-05,Don't Worry Darling,2022,https://boxd.it/mViu,4
2024-07-12,One Hundred Steps,2000,https://boxd.it/1nrq,4
2024-07-13,The Next Karate Kid,1994,https://boxd.it/1Uja,3
2024-07-18,The Green Mile,1999,https://boxd.it/2agG,4.5
2024-07-27,Deadpool & Wolverine,2024,https://boxd.it/jq8s,3.5
2024-08-02,Eastern Promises,2007,https://boxd.it/275q,3
2024-08-02,Immaculate,2024,https://boxd.it/Douw,3.5
2024-08-03,My Stepmom's Daughter Is My Ex,2022,https://boxd.it/DdaA,2.5
2024-08-04,Rise of the Guardians,2012,https://boxd.it/2PXw,3.5
2024-08-05,The Dreamers,2003,https://boxd.it/28X4,3.5
2024-08-05,Dimensions of Dialogue,1983,https://boxd.it/1FPq,4
2024-08-05,"Darkness, Light, Darkness",1990,https://boxd.it/oFc,4
2024-08-06,The Margin,1976,https://boxd.it/2mW,2.5
2024-08-09,Underdogs,2013,https://boxd.it/4Pck,3.5
2024-08-10,What Men Want,2019,https://boxd.it/hxiq,2.5
2024-08-11,The Silence of the Lambs,1991,https://boxd.it/2aHW,4
2024-08-19,Tolo Tolo,2020,https://boxd.it/lRIm,3.5
2024-08-20,Ask Me If I'm Happy,2000,https://boxd.it/Dqw,3.5
2024-08-20,Three Men and a Leg,1997,https://boxd.it/16lg,4
2024-08-21,The Killing of a Sacred Deer,2017,https://boxd.it/dZ5G,4
2024-08-23,Requiem for a Dream,2000,https://boxd.it/29VI,5
2024-08-23,Coraline,2009,https://boxd.it/1NhQ,4.5
2024-08-25,The Elephant Man,1980,https://boxd.it/27LQ,5
2024-08-25,Le Pupille,2022,https://boxd.it/AO7M,4
2024-08-27,Youth,2015,https://boxd.it/9Y7S,4.5
2024-08-27,Paradise,1994,https://boxd.it/yDQC,4
2024-08-29,That's Life,1998,https://boxd.it/164k,4
2024-08-30,Orphan: First Kill,2022,https://boxd.it/sxZc,2
2024-09-01,Anatomy of a Fall,2023,https://boxd.it/yuDE,4.5
2024-09-01,Loro,2018,https://boxd.it/jKqw,4.5
2024-09-01,Sabbia,2014,https://boxd.it/ysGm,3
2024-09-08,Perfect Blue,1997,https://boxd.it/1W7A,5
2024-09-09,Ani*Kuri15,2007,https://boxd.it/7OxW,4
2024-09-09,Stand by Me,1986,https://boxd.it/2aOe,3.5
2024-09-10,The Metamorphosis,2024,https://boxd.it/J7Cq,3
2024-09-11,The Metamorphosis of Mr. Samsa,1977,https://boxd.it/6DP4,3.5
2024-09-13,Speak No Evil,2024,https://boxd.it/G9f8,4
2024-09-17,Rango,2011,https://boxd.it/QPk,5
2024-09-25,Closing Time,2024,https://boxd.it/MKc8,3
2024-10-04,Little Nicholas,2009,https://boxd.it/1jCE,3
2024-10-08,Joker: Folie à Deux,2024,https://boxd.it/xBoE,3.5
2024-10-10,The Platform 2,2024,https://boxd.it/Gz88,3.5
2024-10-12,The Party,2017,https://boxd.it/eEVS,4
2024-10-13,When Marnie Was There,2014,https://boxd.it/78pm,3.5
2024-10-14,Salmon,2023,https://boxd.it/EI8C,4
2024-10-15,The Neighbors' Window,2019,https://boxd.it/m92e,4
2024-10-16,Fear Street: 1994,2021,https://boxd.it/lLBk,2
2024-10-16,Alternative Math,2017,https://boxd.it/j4No,3
2024-10-19,Rosemary's Baby,1968,https://boxd.it/29zM,4.5
2024-10-20,Schindler's List,1993,https://boxd.it/2aq2,5
2024-10-20,Smile 2,2024,https://boxd.it/FDA4,4
2024-10-21,Fear Street: 1978,2021,https://boxd.it/lLBu,2.5
2024-10-23,Fear Street: 1666,2021,https://boxd.it/lLBE,2.5
2024-10-30,The Consequences of Love,2004,https://boxd.it/1xgM,4
2024-10-30,Parthenope,2024,https://boxd.it/FWo2,5
2024-10-30,Grave of the Fireflies,1988,https://boxd.it/1RUM,5
2024-11-06,Joseph: King of Dreams,2000,https://boxd.it/1KfM,3.5
2024-11-08,Pearl,2022,https://boxd.it/zPbe,4
2024-11-08,Scream,1996,https://boxd.it/24EC,3.5
2024-11-10,Il Divo,2008,https://boxd.it/1ZNE,4
2024-11-10,Terrifier 3,2024,https://boxd.it/D8tM,1.5
2024-11-10,Terrifier,2016,https://boxd.it/eRzg,1
2024-11-16,GoodFellas,1990,https://boxd.it/29FA,5
2024-11-21,The Substance,2024,https://boxd.it/zanS,4
2024-11-25,(500) Days of Summer,2009,https://boxd.it/1EmM,3.5
2024-12-02,Do the Right Thing,1989,https://boxd.it/29gA,4
2024-12-04,Look Back,2024,https://boxd.it/LjA6,4
2024-12-07,M,1931,https://boxd.it/29vq,4.5
2024-12-09,The Squid and the Whale,2005,https://boxd.it/1VAG,4.5
2024-12-14,Moana 2,2024,https://boxd.it/LcjW,3
2024-12-15,Boogie Nights,1997,https://boxd.it/23um,4.5
2024-12-21,Kirikou and the Sorceress,1998,https://boxd.it/1C3y,4
2025-01-02,Perfect Strangers,2016,https://boxd.it/dgVi,5
2025-01-05,Nosferatu,2024,https://boxd.it/f5eG,4.5
2025-01-17,Frances Ha,2012,https://boxd.it/41Xg,3.5
2025-01-18,Blue Velvet,1986,https://boxd.it/29BI,4
2025-01-29,Lost Highway,1997,https://boxd.it/29Wc,5
2025-01-30,A Man Called Otto,2022,https://boxd.it/zl06,3.5
2025-02-02,Companion,2025,https://boxd.it/F04o,3
2025-02-03,Barbie in A Mermaid Tale,2010,https://boxd.it/1ehc,1.5
2025-02-03,Juror #2,2024,https://boxd.it/FRwU,3.5
2025-02-03,Truth or Dare,2018,https://boxd.it/grIA,1.5
2025-02-05,Aftersun,2022,https://boxd.it/Arw0,4
2025-02-06,Beauty Is Not a Sin,2024,https://boxd.it/OnXa,2
2025-02-07,Enter the Void,2009,https://boxd.it/1dy2,5
2025-02-08,Strange Way of Life,2023,https://boxd.it/Aomw,2.5
2025-02-08,Reality+,2014,https://boxd.it/cIEC,3.5
2025-02-12,Call Me Francis,2015,https://boxd.it/cROm,3
2025-02-19,The Man Without a Past,2002,https://boxd.it/212g,4.5
2025-02-19,The Sweet East,2023,https://boxd.it/CcHw,4
2025-02-19,Don't Move,2024,https://boxd.it/EfWy,1.5
2025-02-20,Maurice's Bar,2023,https://boxd.it/GoW2,4.5
2025-02-21,The Grudge,2019,https://boxd.it/gE0Q,0.5
2025-02-24,Amélie,2001,https://boxd.it/2aUc,4.5
2025-02-24,Sausage Party,2016,https://boxd.it/6CCe,2
2025-02-25,The Brutalist,2024,https://boxd.it/k4BO,4.5
2025-02-25,Evan Almighty,2007,https://boxd.it/26s4,3.5
2025-02-25,Noah,2014,https://boxd.it/34QA,3
2025-02-26,Incoherence,1994,https://boxd.it/2fSK,4
2025-02-28,Diary of a Nymphomaniac,2008,https://boxd.it/1FxG,2
2025-02-28,365 Days,2020,https://boxd.it/oJ9O,1
2025-03-02,Heretic,2024,https://boxd.it/H1lY,4
2025-03-03,Y Tu Mamá También,2001,https://boxd.it/28QM,4
2025-03-04,In the Mood for Love,2000,https://boxd.it/29tE,4
2025-03-08,"Girl, Interrupted",1999,https://boxd.it/25ds,4.5
2025-03-11,The Girl with the Needle,2024,https://boxd.it/KQ3M,4
2025-03-11,L'avance,2024,https://boxd.it/QgjQ,3.5
2025-03-13,The Little Prince,2015,https://boxd.it/9WbS,4
2025-03-16,Tokyo Sonata,2008,https://boxd.it/1ZxQ,5
2025-03-21,Adolescence,2025,https://boxd.it/TFGw,4
2025-03-21,Eric,2024,https://boxd.it/NsHE,3.5
2025-03-23,Bridget Jones's Diary,2001,https://boxd.it/29WQ,3
2025-03-30,The Virgin Suicides,1999,https://boxd.it/28JG,3.5
2025-04-05,Fallen Angels,1995,https://boxd.it/1UkW,4.5
2025-04-05,Io Capitano,2023,https://boxd.it/zmrM,4.5
2025-04-12,Black Mirror: The Entire History of You,2011,https://boxd.it/hQZ4,2.5
2025-04-12,Black Mirror: Shut Up and Dance,2016,https://boxd.it/hRRq,4
2025-04-12,Black Mirror: Men Against Fire,2016,https://boxd.it/hSBS,3
2025-04-12,Black Mirror: USS Callister,2017,https://boxd.it/hQXi,3
2025-04-12,Black Mirror: Arkangel,2017,https://boxd.it/hQXW,3.5
2025-04-12,Black Mirror: Metalhead,2017,https://boxd.it/hRqk,2.5
2025-04-12,Black Mirror: Common People,2025,https://boxd.it/U1Vy,3.5
2025-04-12,"Love, Death & Robots: The Very Pulse of the Machine",2022,https://boxd.it/AW5O,3.5
2025-04-12,"Love, Death & Robots: Night of the Mini Dead",2022,https://boxd.it/AW6s,3.5
2025-04-12,"Love, Death & Robots: Kill Team Kill",2022,https://boxd.it/AW6M,3
2025-04-12,"Love, Death & Robots: Ice Age",2019,https://boxd.it/lJG8,3
2025-04-12,"Love, Death & Robots: Helping Hand",2019,https://boxd.it/lJGW,4
2025-04-12,"Love, Death & Robots: Three Robots",2019,https://boxd.it/lECK,4
2025-04-14,Bao,2018,https://boxd.it/iEl4,4
2025-04-14,"Love, Death & Robots: Bad Travelling",2022,https://boxd.it/BykM,4.5
2025-04-14,"Love, Death & Robots: Beyond the Aquila Rift",2019,https://boxd.it/lGTe,4
2025-04-14,"Love, Death & Robots: When the Yogurt Took Over",2019,https://boxd.it/lFSY,3
2025-04-14,"Love, Death & Robots: Sonnie's Edge",2019,https://boxd.it/lECg,3.5
2025-04-15,"Love, Death & Robots: The Secret War",2019,https://boxd.it/lN0g,3.5
2025-04-16,Black Mirror: The National Anthem,2011,https://boxd.it/hQYK,4
2025-04-16,Black Mirror: The Waldo Moment,2013,https://boxd.it/hRpQ,3
2025-04-16,Black Mirror: San Junipero,2016,https://boxd.it/k4aS,3.5
2025-04-17,Black Mirror: Plaything,2025,https://boxd.it/U1VS,3.5
2025-04-18,Black Mirror: White Christmas,2014,https://boxd.it/B3qu,4
2025-04-18,Black Mirror: White Bear,2013,https://boxd.it/hRpG,3.5
2025-04-19,Black Mirror: Nosedive,2016,https://boxd.it/hK9G,3.5
2025-04-19,"Black Mirror: Rachel, Jack and Ashley Too",2019,https://boxd.it/mltQ,2
2025-04-19,Black Mirror: Bête Noire,2025,https://boxd.it/U1VI,2.5
2025-04-19,Black Mirror: Playtest,2016,https://boxd.it/hRR6,3.5
2025-04-19,Black Mirror: Be Right Back,2013,https://boxd.it/hRpw,3
2025-04-20,Inside Out 2,2024,https://boxd.it/CFrC,3.5
2025-04-21,Drop,2025,https://boxd.it/LyPq,2.5
2025-04-22,Us,2019,https://boxd.it/gnV6,4
2025-04-23,Super Size Me,2004,https://boxd.it/1YQC,3.5
2025-04-26,Black Mirror: Fifteen Million Merits,2011,https://boxd.it/hQYU,3.5
2025-04-26,Black Mirror: USS Callister – Into Infinity,2025,https://boxd.it/U1Wm,3
2025-04-26,Black Mirror: Eulogy,2025,https://boxd.it/U1Ww,3.5
2025-04-26,Black Mirror: Hotel Reverie,2025,https://boxd.it/U1V4,3.5
2025-04-26,Make Me a Sandwich,2019,https://boxd.it/nDyG,1.5
2025-04-27,Until Dawn,2025,https://boxd.it/KOb0,1.5
2025-04-30,8½,1963,https://boxd.it/2aqm,5
2025-05-02,The Father,2020,https://boxd.it/m8Ie,4.5
2025-05-03,"The Legend of Al, John and Jack",2002,https://boxd.it/164a,3.5
2025-05-06,Conclave,2024,https://boxd.it/AO8q,4.5
2025-05-08,Mystic River,2003,https://boxd.it/2aAG,3.5
2025-05-10,Sleepers,1996,https://boxd.it/29xw,4
2025-05-12,Enemy,2013,https://boxd.it/5xtO,4
2025-05-14,The Texas Chain Saw Massacre,1974,https://boxd.it/1lcS,4
2025-05-16,The Northman,2022,https://boxd.it/nK2s,4.5
2025-05-16,"Love, Death & Robots: Alternate Histories",2019,https://boxd.it/lJHg,3.5
2025-05-17,"Love, Death & Robots: Can't Stop",2025,https://boxd.it/UZQe,3
2025-05-17,"Love, Death & Robots: Close Encounters of the Mini Kind",2025,https://boxd.it/UZOC,3.5
2025-05-17,"Love, Death & Robots: Spider Rose",2025,https://boxd.it/UZQo,3
2025-05-17,"Love, Death & Robots: 400 Boys",2025,https://boxd.it/UZQ4,3.5
2025-05-17,"Love, Death & Robots: The Other Large Thing",2025,https://boxd.it/UZPK,4
2025-05-17,"Love, Death & Robots: Golgotha",2025,https://boxd.it/UZQy,2
2025-05-17,"Love, Death & Robots: The Screaming of the Tyrannosaur",2025,https://boxd.it/UZOW,3.5
2025-05-17,"Love, Death & Robots: How Zeke Got Religion",2025,https://boxd.it/UZPq,4
2025-05-17,"Love, Death & Robots: Smart Appliances, Stupid Owners",2025,https://boxd.it/UZPU,3
2025-05-17,"Love, Death & Robots: For He Can Creep",2025,https://boxd.it/UZP6,3.5
2025-05-30,The Phoenician Scheme,2025,https://boxd.it/H0Ca,4.5
2025-05-31,Nowhere,2023,https://boxd.it/HypO,2.5
2025-06-07,Seven Samurai,1954,https://boxd.it/2axi,5
2025-06-08,The Florida Project,2017,https://boxd.it/dMG0,4.5
2025-06-08,World of Glory,1991,https://boxd.it/Sss,4
2025-06-10,The House,2022,https://boxd.it/yVza,4.5
2025-06-11,This Must Be the Place,2011,https://boxd.it/ws6,4.5
2025-06-15,Cast Away,2000,https://boxd.it/20i8,3.5
2025-06-20,Birdman or (The Unexpected Virtue of Ignorance),2014,https://boxd.it/5RFA,4.5
2025-06-21,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/29eY,5
2025-06-23,Scenes from a Marriage,1974,https://boxd.it/4kJC,4
2025-07-02,28 Days Later,2002,https://boxd.it/2aXU,4
2025-07-12,Circle,2015,https://boxd.it/b5So,3
2025-07-22,Revenge,2017,https://boxd.it/gL9g,3.5
2025-07-23,Skins,2017,https://boxd.it/fsVI,2
2025-07-24,The Lobster,2015,https://boxd.it/7tnw,4.5
2025-07-25,Zathura: A Space Adventure,2005,https://boxd.it/21mq,3.5
2025-08-07,Twin Peaks,1989,https://boxd.it/g8pk,5
2025-08-08,Twin Peaks: Fire Walk with Me,1992,https://boxd.it/27Qw,4.5
2025-08-10,Dead Poets Society,1989,https://boxd.it/2aSg,4
2025-08-12,Lux Æterna,2019,https://boxd.it/m6b8,3.5
2025-08-12,Late Night with the Devil,2023,https://boxd.it/zo6G,4
2025-08-17,Mia,2023,https://boxd.it/EvWO,3.5
2025-08-20,The Boy and the Heron,2023,https://boxd.it/ipeM,3.5
2025-08-31,Come and See,1985,https://boxd.it/1w9q,5
2025-09-12,Elephant,2003,https://boxd.it/287i,4
2025-09-13,The Conjuring: Last Rites,2025,https://boxd.it/Dh8e,3
2025-09-18,The Money,2004,https://boxd.it/mM2s,3
2025-09-20,If Anything Happens I Love You,2020,https://boxd.it/qIv4,4
2025-09-21,Corpse Bride,2005,https://boxd.it/24WQ,4
2025-09-28,Charlie and the Chocolate Factory,2005,https://boxd.it/2b68,4
2025-10-06,One Battle After Another,2025,https://boxd.it/DUHM,4.5
2025-10-07,Queer,2024,https://boxd.it/E4RW,4
2025-10-10,X,2022,https://boxd.it/sxVa,4
2025-10-11,Together,2025,https://boxd.it/LdFE,3
2025-10-13,Megalopolis,2024,https://boxd.it/lPBS,2.5
2025-10-14,The Straight Story,1999,https://boxd.it/2ass,3.5
2025-10-16,The Intern,2015,https://boxd.it/7AOE,3.5
2025-10-16,Uncut Gems,2019,https://boxd.it/gXGc,4.5
2025-10-18,Il Baracchino,2025,https://boxd.it/VBCk,4
2025-10-21,Secret Level - Sifu: It Takes a Life,2024,https://boxd.it/RSuk,4.5
2025-10-21,Secret Level - Dungeons & Dragons: The Queen's Cradle,2024,https://boxd.it/RSua,3.5
2025-10-26,The Players,2020,https://boxd.it/mtOs,2.5
2025-11-01,MaXXXine,2024,https://boxd.it/CIM4,3
2025-11-11,The Cord,2019,https://boxd.it/sjDc,4
2025-12-03,Jobs,2013,https://boxd.it/3RcY,3.5
2025-12-08,Arrival,2016,https://boxd.it/aNGk,4.5
2025-12-12,Five Nights at Freddy's 2,2025,https://boxd.it/KEvY,2.5
2025-12-17,Where Am I Going?,2016,https://boxd.it/d0rm,3.5
2025-12-18,War Dogs,2016,https://boxd.it/9SlO,4
2025-12-23,Avatar: Fire and Ash,2025,https://boxd.it/2W7s,4
2025-12-24,Nuremberg,2025,https://boxd.it/K6qU,4.5
2026-01-03,Road Trip,2000,https://boxd.it/1Z4a,2.5
2026-01-08,Buen Camino,2025,https://boxd.it/UDrG,3.5
2026-01-16,Stranger Things 5: The Finale,2025,https://boxd.it/YqXW,3.5
2026-01-17,Zootopia,2016,https://boxd.it/84xS,3.5
2026-01-17,No Other Choice,2025,https://boxd.it/nKiA,5
2026-01-20,Sympathy for Mr. Vengeance,2002,https://boxd.it/23WU,4.5
2026-01-21,Lady Vengeance,2005,https://boxd.it/248G,4
2026-01-22,Home,2015,https://boxd.it/6JxA,2
2026-01-22,Playing God,2024,https://boxd.it/OoPc,4
2026-01-23,One Man Up,2001,https://boxd.it/wsK,4.5
2026-01-23,La Grazia,2025,https://boxd.it/RLHm,4.5
2026-01-28,Casino Royale,2006,https://boxd.it/1alk,4
2026-01-30,Compagni di scuola,1988,https://boxd.it/o9K,4.5
2026-02-05,Marty Supreme,2025,https://boxd.it/Off0,4.5
2026-02-11,Following,1998,https://boxd.it/1Tj4,4.5
2026-02-11,The Housemaid,2025,https://boxd.it/QFEO,3.5
2026-02-13,Una terapia di gruppo,2024,https://boxd.it/OGxU,3
2026-02-15,AlphaGo,2017,https://boxd.it/geTA,4
2026-02-18,Crime 101,2026,https://boxd.it/IoGs,3.5
2026-03-13,How to Have Sex,2023,https://boxd.it/EFIM,3.5
2026-03-22,Sinners,2025,https://boxd.it/KQMM,4.5
2026-03-23,Project Hail Mary,2026,https://boxd.it/pEeQ,4.5
2026-03-27,Polytechnique,2009,https://boxd.it/1AMG,4
2026-05-10,Unnatural Selection,2019,https://boxd.it/pv4C,4
2026-05-14,Michael,2026,https://boxd.it/zi5M,4
2026-05-14,The Devil Wears Prada 2,2026,https://boxd.it/Oags,3
2026-05-19,Obsession,2025,https://boxd.it/PNqo,4
2026-05-23,La Pallastrike sull'Isola di Pasqua,2008,https://boxd.it/mwdO,3.5
2026-05-23,Gli Straspeed a Crazy World,2008,https://boxd.it/uBlk,3.5
